username,tweet,hashtags
xuxingfu1,"EARLY SENIOR HIGH IS MY SLEEP GOOD OLD DAYS
 hypersomnia? WELL, IF YOU WANNA SAY SO.
BUT I WILL SAY, DOCTOR REALLY WANT ME IN HIS ROOM.",
LionelL67c,Shame you currently have no one who can tell the difference between an arse and an elbow...,
brianhioe,"Regarding the question of whether the Taiwanese government gets anything from Pelosi being here, I think we should situate this in the same framework regarding the strategic ambiguity vs strategic clarity debate. It's hard to imagine any higher-ranked elected official from the US",
xuxingfu1,LOSING MIND IS BEST MOVE TO SLEEP WHOLE ALIVE DAYS.,
xuxingfu1,"EVERY FAMILY , QUEEN OWN HIS CASTLE, BE RESPECT AND CAREFUL... ...WHO YOU CALLING FOOL.",
xuxingfu1,"ACTUALLY, IN MY ZONE, IF I WANT, IT COULD DISAPEAR, IT COULD SUDDENLY SHOW UP.
WELL, MISTERY.",
aquarbil,"Wordle 410 X/6

⬛🟨⬛⬛🟨
⬛🟩🟩⬛🟨
🟨🟩🟩⬛🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩
⬛🟩🟩🟩🟩",
Enoch_TW,Speaker Pelosi’s visit to Taiwan serves as a reminder of the vital role that the US Congress has played in safeguarding freedoms throughout the history of US-Taiwan relations. 1/,
Nicholas_vegass,": Step out of your comfort zone. 

Shit...I’ll be extremely excited if I have a “comfort zone “",
xuxingfu1,"LOST THINGS IN MY LIFE : divorse agreement, NECKLACE FROM EX ONLY GIRLFRIEND, MY OLD HOME KEYS, MY MIND, MY DISEASE",
WilliamYang120,Update: #Taiwan President @iingwen will meet with @SpeakerPelosi's delegation tomorrow at 10:30 am at the Presidential Office but it is not open to media interview. Signals will be provided to the media by Next TV.,['Taiwan']
sanahashmi1,Whoever needs to hear this: Military exercise does not mean the fourth Taiwan crisis.,
brianhioe,"Lol, that LINE group",
xuxingfu1,"well, complex world, everybody got itself sumthing keep safe... ...if you wondering why, oh you forget how much people these years die and you alive and survive?",
Nihaositgoing,Welcome Pelosi!,
xuxingfu1,"sometime, I think about some dangerous scene, not for a normal reason, just for relax, like a horror movie.
yeah, murder thinks?thanks a lot, good knife.",
terryjbenzie,"Nancy Pelosi impressed me this evening. 

An 82 year old standing up to Biden and Xi in her 3rd country in 3 days, walking down the airplane steps in the middle of the night wearing high heels, getting in  motorcade &amp; firing off half a dozen tweets before she reached her hotel.",
btonQDNRgSv9G7s,"Taiwan operates independently in terms of economy and taxation. It has never been helped by China. Instead, it has only been suppressed. How can the people of Taiwan be convinced by such an approach; and the recent Bank of China incident has sounded the alarm…
#TaiwanIsNotChina",['TaiwanIsNotChina']
n_momojoy,I love you guys (  ˊᵕˋ  )♡,
RobJabbaz,"Probably late to the party with this but... Congrats to @Winter ! 
""Zappa"" is spectacular!",
andy810625,"Wordle 409 X/6

⬜⬜🟨⬜⬜
⬜🟩🟨⬜⬜
🟨🟩⬜⬜⬜
⬜🟩⬜🟩🟩
⬜🟩⬜🟩🟩
🟩🟩⬜🟩🟩",
alexteachey,"I'll be honest, I wasn't thrilled about this Pelosi visit... at least the way it was playing out. 

But now that she's here, and seeing the Taiwanese response, I'm glad she came. It's awesome.

The PLA response is significant, but also kinda like, whatever. Stay mad assholes",
ravixsn,"time for me to be peeling myself off my phone and going to sleep, and hoping that everything in the morning will still be fine and peaceful 🙃
night night!",
SuthiMajor,They be asking about me guess I’m doing something right…,
peachu1207,i love you all &lt;3 (last words),
ChienHuaWan1,Expecting a more exciting day tmr,
BethanyAllenEbr,"Pelosi's motorcade just pulled in, and a great cheer rose from crowd, with people saying ""welcome to Taiwan!"" and ""台灣加油!""",
ericchu4,Welcome to Taiwan,
WilliamYang120,"Update: Pelosi has just entered the Hyatt in Xinyi District, with hundreds of people lining along both sides of the road and a large number of journalists waiting for her in #Taiwan's capital Taipei.",['Taiwan']
xuxingfu1,"YOU SURRENDER ALL THE TIME, YOU ENDS EVERY LIFE~",
KirkyTrades,One more leg up and bulls will cry. Don’t push the market here. Patient is key. I’m just scalping long for now.,
xuxingfu1,"WELL, SINCE THEY WILL SAY, ""NOT PERFECT IS HUMAN IS LIFE"", SO WHAT ELSE?",
ST02jiang,"Waiting
#China #Pelosi","['China', 'Pelosi']"
smileitsmeg,I won’t bite unless ya like 😈,
xuxingfu1,"It was really good to be a dreamer and connecter, you can not just fix sum, you can just make a mess and watch them die FOR NOTHING!",
muanchiou,"it's really quite stupid that my tl right now, despite my best efforts, is filled with Taiwan-based folks posting non-stop about the Pelosi visit, random retweets of ""INVASION"" ""DRILLS"" ""WARCRAFTS"", and the rest of the world not giving a shit. well good night it's been a shit day",
aeie_md,"Pero serious question. Like seriously. Why are chaesoo always on a movie premiere date? Like di pwede jensoo? Or chaelisa? Or chaennie? Or lisoo? Hahahaha like pang-ilan na to? 3? 4? Istg they are up to something. If not acting, Lord gimme chaesoo ost. Char deluls.",
lnachman32,"Until we clealry define what constitutes a ""crisis"" in the Taiwan Strait we need to stop throwing that word around so casually.",
syghysky,"Where‘s your power？China！
hahahahahaha",
ThomasBellmore,That latest episode of Better Call Saul is a masterclass in just about every way.,
LyXiaolin,hh so funny,
ryan_landay,Sure is a remarkable coincidence it was only yesterday that we assassinated the head of Al Qaeda with flying razor blades…,
kimikahonma,"Wordle 410 3/6

⬜🟨⬜⬜🟨
🟩🟩🟩⬜⬜
🟩🟩🟩🟩🟩",
Kingpin794,Well looks like Mel Pearson is boned. Time to see what Michigan prospects Saginaw has.,
StevenYang0630,Welcome,
SupereatonT,"Welcom to Taiwan
#Taiwan #Pelosi","['Taiwan', 'Pelosi']"
samsonellis,Bloomberg HOT headline: *CHINA ANNOUNCES MILITARY DRILLS ENCIRCLING TAIWAN FROM AUG. 4-7,
kendouhua,Good size crowd at the Grand Hyatt. Just finished a 7-11 rice roll (fish).,
ravixsn,"dongheon it’s okay, we all have bad days but let today end - tomorrow is another day.

you’re our best leader and we all love and support you, and we’re very proud of you and how hard you’ve worked to achieve all that you have. 

you did a great job, pretty 🫳🏻🫳🏻💜🤍",
sanahashmi1,It’s definitely a win for Taiwan (Taiwan wasn’t even fighting though) and a loss for China.,
Deeyomz,off tom hehe. pa linis laptop,
TaiwanWarReport,Strap down for the next week,
xuxingfu1,OH DID I COSPLAY WELL? THANKS!,
TaipeiAria,"because of Pelosi arrived in Taipei tonight, I closed my US stock options position as soon as possible for safety. Q",
xuxingfu1,"MAPLE SAUSE HERE EXPENSIVE, SO I BETTER DRINKS MORE BEER INSTEAD.",
sukarnofanpage,if you’re a white tankie in america rn just kindly shut the fuck up about taiwan please,
LeeMT126,"No surprise but still, anticlimactic.

Every time the PLA promised doomsday level firework they failed to deliver.",
xuxingfu1,"OKAY BUT AS I SEE, I AM A GIRL, TOTALLY YES.",
xuxingfu1,"AND INCORDING TO MY BROKEN MIND, AND HERE I AM IN A PLACE COULD MARRY SAME SEX, MAYBE I AM THE BEAST&gt;?&lt;????
WOW!INCREDIBLE!",
ravixsn,"yongs tested negative 🥳📈
dad is feeling sad and discouraged on bubble 🥺📉",
xuxingfu1,"FUNNY THAT MY HUSBAND SAY THAT HE GOT A BF BEFORE, ACTUALLY I THINK IT WILL MAYBE ACTUALLY  A CANADA BEAST???",
LorenzoLamperti,"""Our visit is one of several Congressional delegations to Taiwan and it in no way contradicts longstanding US policy, guided by Taiwan Relations Act, US-China Joint Communiques and Six Assurances. The US continues to oppose unilateral efforts to change the status quo""",
anooprs2014,"Welcome to Taiwan, @SpeakerPelosi",
chihhhhhao,"If your reporting relies on Twitter for Taiwanese opinion, your reporting could use more work.",
xuxingfu1,"MAN : CANADA PORN SHOW NO MERCY ORIGINAL SEX AND YES CANADA MAN IS BEAST.
man : (try to be like a CANADA MAN)

::: excuse me WTF dude?
If you wanT A CANADA BOYFRIEND, GO BUY IT. I AM A GIRL!",
paulee_paul,send send send,
BanGaoRen,"A Left wing analysis of US-PRC rivalry in my opinion looks not only at the political class institutions &amp; key actors, it notes the interlinkage between the economic classes in both. ""US really wants a war"" - the owners of the economy in neither country wants that right now.",
MTmation,"Welcome to Taiwan, Ms. Nancy Pelosi! Welcome to friends!",
mingweijen,Are we gonna end tonight?,
xuxingfu1,"POP THINGS GOOD LIKE FOOD, NOONE CARE BUT EVERYONE EAT AND DRINK, AND ACTUALLY THEY WILL TALK, WELL, IT WAS LIFE LICK LIKFE LEAK.
environment hero, pop!",
terryjbenzie,"Streisand Effect remains undefeated.  Thanks CCP. 

Welcome to #Taiwan, #SpeakerNancyPelosi.","['Taiwan', 'SpeakerNancyPelosi']"
elleryprescott,"Tankies will be so confused when Pelosi has a great visit, leaves, and life goes on as usual and China does pretty much nothing but b*tch and moan. Lmao",
WilliamYang120,"Moments before Pelosi's plane landed in #Taiwan, #China's state media CGTN issued a short alert, saying PLA's Su-35 fighter jets are crossing the #Taiwan Strait. Meanwhile, Taiwan's defense ministry confirmed no this type of military aircraft has crossed the Strait.","['Taiwan', 'China', 'Taiwan']"
HanLingWu2,May we never ever have to talk about Pelosi with the same frequency and regularity as we did in this past month ever again now that she has finally descended.,
tculpan,"For more updates on @SpeakerPelosi in Taiwan you should follow my @business colleagues 
@hwang61 
@betty_hou_1108 
@ChienHuaWan1 @debbywuintaipei 
@samsonellis",
Wanyu_Shih,Arrived!,
sukarnofanpage,i love seeing us pundits have a meltdown over p*losi’s visit while literally nobody is fazed by this development here,
